,country_name,email,email_body,name_of_id_number,subject,prompt,sent
72,MALAWI,london@malawihighcommission.co.uk,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Malawi, as a foreign investor (no residence in Malawi).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Malawi, to be able to declare the relevant information to the tax authorities.

I have been told that the numbers I should get are either the National Identity Card (NIC) or the Taxpayer Identification Number (TIN). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a NIC or TIN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",National Identity Card (NIC) or Taxpayer Identification Number (TIN),How should I get a National Identity Card (NIC) or Taxpayer Identification Number (TIN) in Malawi?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Malawi, but I want to get information on how to get an ID number for taxpayers in Malawi.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Malawi. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Malawi asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Malawi.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Malawi. Make sure to customize the information for Malawi. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Malawi: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Malawi?
Body:
```md
[FILL]
```
",True
74,MALDIVES,info@maldiveshighcommission.uk,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in the Maldives, as a foreign investor (no residence in Maldives).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Maldives, to be able to declare the relevant information to the tax authorities.

I have been told that the numbers I should get are either the Maldives National Identity Card (MNIC) or the Tax Registration Number (TRN). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get an MNIC or TRN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Maldives National Identity Card (MNIC) or Tax Registration Number (TRN),How should I get a Maldives National Identity Card (MNIC) or Tax Registration Number (TRN) in Maldives?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Maldives, but I want to get information on how to get an ID number for taxpayers in Maldives.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Maldives. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Maldives asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Maldives.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Maldives. Make sure to customize the information for Maldives. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Maldives: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Maldives?
Body:
```md
[FILL]
```
",True
75,MALTA,maltaembassy.dublin@gov.mt,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Malta, as a foreign investor (no residence in Malta).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Malta, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Malta Tax Identification Number (TIN). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a TIN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Malta Tax Identification Number (TIN),How should I get a Malta Tax Identification Number (TIN) in Malta?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Malta, but I want to get information on how to get an ID number for taxpayers in Malta.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Malta. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Malta asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Malta.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Malta. Make sure to customize the information for Malta. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Malta: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Malta?
Body:
```md
[FILL]
```
",True
76,MAURITIUS,londonmhc@btinternet.com,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Mauritius, as a foreign investor (no residence in Mauritius).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Mauritius, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the National Registration Number (NRN). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get an NRN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",National Registration Number (NRN),How should I get a National Registration Number (NRN) in Mauritius?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Mauritius, but I want to get information on how to get an ID number for taxpayers in Mauritius.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Mauritius. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Mauritius asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Mauritius.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Mauritius. Make sure to customize the information for Mauritius. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Mauritius: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Mauritius?
Body:
```md
[FILL]
```
",True
77,MEXICO,infoirl@sre.gob.mx,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Mexico, as a foreign investor (no residence in Mexico).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Mexico, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CURP (Clave Única de Registro de Población). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CURP from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Clave Única de Registro de Población (CURP),How should I get a CURP (Clave Única de Registro de Población) in Mexico?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Mexico, but I want to get information on how to get an ID number for taxpayers in Mexico.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Mexico. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Mexico asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Mexico.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Mexico. Make sure to customize the information for Mexico. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Mexico: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Mexico?
Body:
```md
[FILL]
```
",True
78,MOLDOVA,dublin@mfa.gov.md,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Moldova, as a foreign investor (no residence in Moldova).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Moldova, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the TIN (Taxpayer Identification Number). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a TIN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",TIN (Taxpayer Identification Number),How should I get a TIN (Taxpayer Identification Number) in Moldova?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Moldova, but I want to get information on how to get an ID number for taxpayers in Moldova.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Moldova. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Moldova asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Moldova.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Moldova. Make sure to customize the information for Moldova. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Moldova: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Moldova?
Body:
```md
[FILL]
```
",True
79,MONGOLIA,chancery@embassyofmongolia.co.uk,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Mongolia, as a foreign investor (no residence in Mongolia).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Mongolia, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the National Tax Identification Number (NTIN). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get an NTIN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",National Tax Identification Number (NTIN),How should I get a National Tax Identification Number (NTIN) in Mongolia?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Mongolia, but I want to get information on how to get an ID number for taxpayers in Mongolia.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Mongolia. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Mongolia asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Mongolia.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Mongolia. Make sure to customize the information for Mongolia. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Mongolia: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Mongolia?
Body:
```md
[FILL]
```
",True
80,MONTENEGRO,UnitedKingdom@mfa.gov.me,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Montenegro, as a foreign investor (no residence in Montenegro).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Montenegro, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the OIB (Osnovni identifikacioni broj). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get an OIB from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",OIB (Osnovni identifikacioni broj),How should I get an OIB (Osnovni identifikacioni broj) in Montenegro?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Montenegro, but I want to get information on how to get an ID number for taxpayers in Montenegro.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Montenegro. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Montenegro asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Montenegro.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Montenegro. Make sure to customize the information for Montenegro. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Montenegro: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Montenegro?
Body:
```md
[FILL]
```
",True
81,MOROCCO,embassy.dublin@maec.gov.ma,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Morocco, as a foreign investor (no residence in Morocco).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Morocco, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Numéro de déclaration unique (NDU). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get an NDU from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Numéro de déclaration unique (NDU),How should I get a Numéro de déclaration unique (NDU) in Morocco?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Morocco, but I want to get information on how to get an ID number for taxpayers in Morocco.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Morocco. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Morocco asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Morocco.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Morocco. Make sure to customize the information for Morocco. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Morocco: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Morocco?
Body:
```md
[FILL]
```
",True
82,MYANMAR,consular@londonmyanmarembassy.com,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Myanmar, as a foreign investor (no residence in Myanmar).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Myanmar, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Taxpayer Identification Number (TIN). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a TIN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Taxpayer Identification Number (TIN),How should I get a Taxpayer Identification Number (TIN) in Myanmar?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Myanmar, but I want to get information on how to get an ID number for taxpayers in Myanmar.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Myanmar. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Myanmar asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Myanmar.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Myanmar. Make sure to customize the information for Myanmar. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Myanmar: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Myanmar?
Body:
```md
[FILL]
```
",True
83,NAMIBIA,info@namibiahc.org.uk,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Namibia, as a foreign investor (no residence in Namibia).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Namibia, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Tax Identification Number (TIN). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a TIN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Tax Identification Number (TIN),How should I get a Tax Identification Number (TIN) in Namibia?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Namibia, but I want to get information on how to get an ID number for taxpayers in Namibia.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Namibia. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Namibia asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Namibia.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Namibia. Make sure to customize the information for Namibia. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Namibia: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Namibia?
Body:
```md
[FILL]
```
",True
